Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income,Age_original,combined_group,sample_weight,Race_Sex_combined,Age_Sex_combined
Early-Middle,Private,100593,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,6,United-States,<=50K,34,Early-Middle_Some-college_Divorced_Prof-specialty_Unmarried_White_Female_United-States,0.5416666666666666,White_Female,Early-Middle_Female
Early-Middle,Local-gov,162623,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,33,Early-Middle_Masters_Never-married_Prof-specialty_Not-in-family_White_Female_United-States,0.5909090909090909,White_Female,Early-Middle_Female
Early-Middle,Self-emp-not-inc,80933,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,33,Early-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.6930232558139535,White_Male,Early-Middle_Male
Young,Private,47425,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,17,Young_11th_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Young,Private,107812,Bachelors,13,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,>50K,27,Young_Bachelors_Married-civ-spouse_Sales_Other-relative_White_Male_United-States,1.0,White_Male,Young_Male
Young,Self-emp-inc,104443,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,20,Young_Some-college_Never-married_Adm-clerical_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Late-Middle,Private,117496,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,1755,40,United-States,>50K,52,Late-Middle_Bachelors_Divorced_Prof-specialty_Unmarried_White_Female_United-States,1.875,White_Female,Late-Middle_Female
Young,Private,209691,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,30,Young_7th-8th_Divorced_Transport-moving_Not-in-family_White_Male_United-States,0.5,White_Male,Young_Male
Young,Private,314525,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,22,Young_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Male_United-States,0.5619834710743802,White_Male,Young_Male
Young,Private,190772,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,20,Young_Assoc-acdm_Never-married_Other-service_Not-in-family_White_Female_United-States,0.5,White_Female,Young_Female
Senior,Local-gov,199298,5th-6th,3,Divorced,Other-service,Not-in-family,White,Female,0,0,45,?,<=50K,64,Senior_5th-6th_Divorced_Other-service_Not-in-family_White_Female_?,0.5,White_Female,Senior_Female
Late-Middle,Private,187370,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K,49,Late-Middle_Masters_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.55,White_Male,Late-Middle_Male
Early-Middle,Private,216129,Bachelors,13,Divorced,Other-service,Not-in-family,Black,Female,0,0,60,?,<=50K,38,Early-Middle_Bachelors_Divorced_Other-service_Not-in-family_Black_Female_?,0.5,Black_Female,Early-Middle_Female
Late-Middle,Federal-gov,219293,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,80,United-States,>50K,46,Late-Middle_HS-grad_Married-civ-spouse_Adm-clerical_Husband_Black_Male_United-States,0.9166666666666666,Black_Male,Late-Middle_Male
Young,Private,136363,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,17,Young_10th_Never-married_Other-service_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Private,233799,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,45,Early-Middle_1st-4th_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_Mexico,0.5833333333333334,White_Male,Early-Middle_Male
Young,Private,207611,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,27,Young_Bachelors_Never-married_Exec-managerial_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Self-emp-inc,178344,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K,45,Early-Middle_Assoc-voc_Divorced_Sales_Unmarried_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Young,Self-emp-inc,187652,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,78,United-States,>50K,26,Young_HS-grad_Divorced_Exec-managerial_Not-in-family_White_Male_United-States,1.5,White_Male,Young_Male
Young,Private,188545,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,1974,20,United-States,<=50K,23,Young_Assoc-acdm_Never-married_Adm-clerical_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Local-gov,58124,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,45,United-States,<=50K,44,Early-Middle_Bachelors_Divorced_Prof-specialty_Unmarried_White_Male_United-States,0.6666666666666666,White_Male,Early-Middle_Male
Early-Middle,Private,321733,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1741,40,United-States,<=50K,36,Early-Middle_Bachelors_Divorced_Exec-managerial_Not-in-family_White_Male_United-States,0.7708333333333334,White_Male,Early-Middle_Male
Early-Middle,Private,206253,9th,5,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,35,Early-Middle_9th_Never-married_Exec-managerial_Not-in-family_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Young,?,152140,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K,24,Young_HS-grad_Married-civ-spouse_?_Wife_White_Female_United-States,0.5454545454545454,White_Female,Young_Female
Late-Middle,Private,76281,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,56,Late-Middle_Bachelors_Married-spouse-absent_Prof-specialty_Unmarried_White_Female_United-States,0.5,White_Female,Late-Middle_Female
Late-Middle,Private,606752,Masters,14,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,47,Late-Middle_Masters_Divorced_Tech-support_Not-in-family_White_Male_United-States,1.0,White_Male,Late-Middle_Male
Early-Middle,Private,29933,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K,32,Early-Middle_Bachelors_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,1.875,White_Male,Early-Middle_Male
Young,Private,114158,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,3325,0,10,United-States,<=50K,29,Young_Bachelors_Never-married_Exec-managerial_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Late-Middle,?,227203,Assoc-acdm,12,Married-spouse-absent,?,Not-in-family,White,Female,0,0,5,United-States,<=50K,55,Late-Middle_Assoc-acdm_Married-spouse-absent_?_Not-in-family_White_Female_United-States,0.5,White_Female,Late-Middle_Female
Early-Middle,Self-emp-inc,65624,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,35,Early-Middle_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.6228501228501229,White_Male,Early-Middle_Male
Early-Middle,Private,34146,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,68,United-States,<=50K,37,Early-Middle_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.7399232245681382,White_Male,Early-Middle_Male
Early-Middle,Self-emp-not-inc,34378,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,3908,0,75,United-States,<=50K,36,Early-Middle_Assoc-voc_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.7380952380952381,White_Male,Early-Middle_Male
Early-Middle,Private,141490,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,<=50K,33,Early-Middle_HS-grad_Married-civ-spouse_Sales_Wife_White_Female_United-States,0.75,White_Female,Early-Middle_Female
Early-Middle,Private,199227,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,34,Early-Middle_HS-grad_Divorced_Transport-moving_Not-in-family_White_Male_United-States,0.5217391304347826,White_Male,Early-Middle_Male
Young,Private,224954,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,24,Young_Some-college_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Young,Private,231357,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,25,Young_HS-grad_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Self-emp-inc,113530,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,31,Early-Middle_HS-grad_Never-married_Craft-repair_Not-in-family_White_Male_United-States,0.5472972972972973,White_Male,Early-Middle_Male
Early-Middle,Private,22245,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,38,Early-Middle_Assoc-voc_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.8133333333333334,White_Male,Early-Middle_Male
Young,Private,36383,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,>50K,30,Young_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_Mexico,0.5,White_Male,Young_Male
Early-Middle,Private,320305,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,<=50K,35,Early-Middle_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.7399232245681382,White_Male,Early-Middle_Male
Senior,?,201657,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,60,United-States,<=50K,67,Senior_Bachelors_Divorced_?_Not-in-family_White_Female_United-States,0.5,White_Female,Senior_Female
Early-Middle,Private,48935,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,34,Early-Middle_Bachelors_Married-civ-spouse_Prof-specialty_Wife_White_Female_United-States,1.975,White_Female,Early-Middle_Female
Late-Middle,Private,101455,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,46,Late-Middle_HS-grad_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,1.1296296296296295,White_Female,Late-Middle_Female
Young,Local-gov,243960,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K,19,Young_Some-college_Never-married_Sales_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Young,Private,90915,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Female,0,0,15,United-States,<=50K,26,Young_Assoc-acdm_Never-married_Other-service_Own-child_Black_Female_United-States,0.5,Black_Female,Young_Female
Young,Private,315287,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,28,Young_Some-college_Never-married_Prof-specialty_Not-in-family_Black_Male_United-States,0.5,Black_Male,Young_Male
Late-Middle,Private,106255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,47,Late-Middle_Some-college_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.0360824742268042,White_Male,Late-Middle_Male
Late-Middle,Local-gov,215895,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy,>50K,49,Late-Middle_Masters_Married-civ-spouse_Adm-clerical_Husband_White_Male_Italy,0.5,White_Male,Late-Middle_Male
Early-Middle,Self-emp-not-inc,170979,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,33,Early-Middle_Prof-school_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.5327868852459017,White_Male,Early-Middle_Male
Early-Middle,Private,210525,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,44,Early-Middle_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.6920415224913494,White_Male,Early-Middle_Male
Young,Private,195488,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,Guatemala,<=50K,30,Young_HS-grad_Never-married_Priv-house-serv_Own-child_White_Female_Guatemala,0.5,White_Female,Young_Female
Young,Private,152246,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,16,United-States,<=50K,18,Young_Some-college_Never-married_Other-service_Own-child_Asian-Pac-Islander_Male_United-States,0.5,Asian-Pac-Islander_Male,Young_Male
Late-Middle,Self-emp-not-inc,187794,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,60,United-States,>50K,60,Late-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,1.1666666666666667,White_Male,Late-Middle_Male
Early-Middle,Private,110396,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,56,United-States,>50K,44,Early-Middle_Masters_Never-married_Exec-managerial_Not-in-family_White_Male_United-States,0.8214285714285714,White_Male,Early-Middle_Male
Senior,?,89391,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States,>50K,81,Senior_Prof-school_Married-civ-spouse_?_Husband_White_Male_United-States,0.9285714285714286,White_Male,Senior_Male
Early-Middle,State-gov,254817,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,43,Early-Middle_Some-college_Never-married_Other-service_Not-in-family_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Early-Middle,Private,41777,12th,8,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K,35,Early-Middle_12th_Never-married_Farming-fishing_Not-in-family_White_Male_United-States,0.5,White_Male,Early-Middle_Male
Late-Middle,Self-emp-not-inc,234841,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K,58,Late-Middle_HS-grad_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.6842105263157895,White_Male,Late-Middle_Male
Early-Middle,Private,79586,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K,32,Early-Middle_Bachelors_Married-civ-spouse_Prof-specialty_Husband_Asian-Pac-Islander_Male_India,1.0,Asian-Pac-Islander_Male,Early-Middle_Male
Early-Middle,Private,115331,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K,40,Early-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.6930232558139535,White_Male,Early-Middle_Male
Early-Middle,Private,63564,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,32,Early-Middle_HS-grad_Never-married_Other-service_Own-child_Black_Female_United-States,0.5,Black_Female,Early-Middle_Female
Young,Private,132053,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,35,United-States,<=50K,21,Young_Some-college_Never-married_Adm-clerical_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Private,370502,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Mexico,<=50K,44,Early-Middle_HS-grad_Married-civ-spouse_Other-service_Husband_White_Male_Mexico,0.625,White_Male,Early-Middle_Male
Early-Middle,Private,59083,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,45,United-States,>50K,33,Early-Middle_Bachelors_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.81,White_Male,Early-Middle_Male
Young,Private,69413,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,25,Young_Some-college_Never-married_Sales_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Private,32981,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,42,Early-Middle_HS-grad_Divorced_Machine-op-inspct_Not-in-family_White_Male_United-States,0.5,White_Male,Early-Middle_Male
Young,Private,176683,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,27,Young_HS-grad_Never-married_Transport-moving_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Senior,?,144116,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,62,Senior_10th_Married-civ-spouse_?_Husband_White_Male_United-States,0.6666666666666666,White_Male,Senior_Male
Early-Middle,Self-emp-not-inc,209213,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,?,<=50K,31,Early-Middle_HS-grad_Never-married_Sales_Not-in-family_Black_Male_?,0.5,Black_Male,Early-Middle_Male
Early-Middle,State-gov,150657,Bachelors,13,Never-married,Prof-specialty,Other-relative,Black,Female,0,0,40,United-States,<=50K,33,Early-Middle_Bachelors_Never-married_Prof-specialty_Other-relative_Black_Female_United-States,0.5,Black_Female,Early-Middle_Female
Late-Middle,Self-emp-not-inc,124793,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,50,Late-Middle_Some-college_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.0360824742268042,White_Male,Late-Middle_Male
Late-Middle,Private,22211,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K,50,Late-Middle_Masters_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.6020408163265306,White_Male,Late-Middle_Male
Late-Middle,Private,270565,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,46,Late-Middle_Assoc-voc_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,1.0555555555555556,White_Male,Late-Middle_Male
Young,Private,38251,Assoc-acdm,12,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,22,Young_Assoc-acdm_Never-married_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Young_Female
Senior,State-gov,162945,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,20051,0,55,United-States,>50K,66,Senior_Prof-school_Married-civ-spouse_Exec-managerial_Husband_Black_Male_United-States,0.5,Black_Male,Senior_Male
Late-Middle,Private,195638,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K,52,Late-Middle_HS-grad_Never-married_Other-service_Unmarried_White_Female_United-States,0.5,White_Female,Late-Middle_Female
Late-Middle,Self-emp-not-inc,118806,1st-4th,2,Widowed,Craft-repair,Other-relative,White,Female,0,1602,45,Columbia,<=50K,57,Late-Middle_1st-4th_Widowed_Craft-repair_Other-relative_White_Female_Columbia,0.5,White_Female,Late-Middle_Female
Early-Middle,Self-emp-not-inc,44006,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,41,Early-Middle_Assoc-voc_Divorced_Farming-fishing_Not-in-family_White_Male_United-States,0.5,White_Male,Early-Middle_Male
Early-Middle,Private,119679,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1579,42,United-States,<=50K,42,Early-Middle_HS-grad_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,0.726063829787234,White_Male,Early-Middle_Male
Young,Private,333953,12th,8,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,<=50K,19,Young_12th_Never-married_Other-service_Other-relative_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Local-gov,172111,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,<=50K,45,Early-Middle_Bachelors_Divorced_Exec-managerial_Unmarried_Black_Female_United-States,0.7,Black_Female,Early-Middle_Female
Late-Middle,Self-emp-not-inc,32372,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,99,United-States,<=50K,51,Late-Middle_12th_Married-civ-spouse_Other-service_Husband_White_Male_United-States,0.75,White_Male,Late-Middle_Male
Senior,?,117525,Assoc-acdm,12,Divorced,?,Unmarried,White,Female,0,0,1,United-States,<=50K,69,Senior_Assoc-acdm_Divorced_?_Unmarried_White_Female_United-States,0.5,White_Female,Senior_Female
Early-Middle,Self-emp-not-inc,123681,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K,45,Early-Middle_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,1.8018018018018016,White_Male,Early-Middle_Male
Late-Middle,Private,317360,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K,48,Late-Middle_Some-college_Divorced_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Late-Middle_Female
Late-Middle,Federal-gov,119832,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K,60,Late-Middle_Some-college_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.8333333333333334,White_Male,Late-Middle_Male
Early-Middle,Private,135056,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,42,Early-Middle_HS-grad_Never-married_Sales_Own-child_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Young,State-gov,135162,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K,19,Young_Some-college_Never-married_Adm-clerical_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Self-emp-not-inc,194004,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K,39,Early-Middle_HS-grad_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.8961538461538462,White_Male,Early-Middle_Male
Late-Middle,Private,177633,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K,46,Late-Middle_HS-grad_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,1.3103448275862069,White_Male,Late-Middle_Male
Late-Middle,Local-gov,212864,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,<=50K,58,Late-Middle_HS-grad_Married-civ-spouse_Protective-serv_Husband_White_Male_United-States,0.7962962962962963,White_Male,Late-Middle_Male
Early-Middle,Private,30509,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K,36,Early-Middle_Some-college_Divorced_Prof-specialty_Unmarried_White_Female_United-States,0.5416666666666666,White_Female,Early-Middle_Female
Young,Private,118712,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K,21,Young_HS-grad_Never-married_Craft-repair_Unmarried_White_Male_United-States,0.53125,White_Male,Young_Male
Early-Middle,Private,199018,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,41,Early-Middle_Prof-school_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5833333333333334,White_Male,Early-Middle_Male
Young,Private,151799,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,17,Young_11th_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Young,Private,181280,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,29,Young_HS-grad_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,0.5405405405405406,White_Male,Young_Male
Late-Middle,Private,232024,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K,52,Late-Middle_Some-college_Divorced_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Late-Middle_Female
Early-Middle,Private,226267,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,<=50K,33,Early-Middle_Assoc-acdm_Married-civ-spouse_Sales_Husband_White_Male_Mexico,0.5,White_Male,Early-Middle_Male
Early-Middle,Private,240467,Masters,14,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K,38,Early-Middle_Masters_Never-married_Exec-managerial_Unmarried_Black_Female_United-States,0.5,Black_Female,Early-Middle_Female
Early-Middle,Private,154374,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,42,Early-Middle_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.679372197309417,White_Male,Early-Middle_Male
Young,State-gov,231473,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,United-States,<=50K,24,Young_Assoc-acdm_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.6666666666666666,White_Male,Young_Male
Late-Middle,Private,158813,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,59,Late-Middle_Some-college_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.6879432624113475,White_Male,Late-Middle_Male
Early-Middle,Private,346478,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,45,United-States,>50K,36,Early-Middle_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.679372197309417,White_Male,Early-Middle_Male
Late-Middle,Private,215990,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,United-States,>50K,54,Late-Middle_Some-college_Married-civ-spouse_Tech-support_Husband_White_Male_United-States,0.82,White_Male,Late-Middle_Male
Early-Middle,Private,177154,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K,39,Early-Middle_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.679372197309417,White_Male,Early-Middle_Male
Early-Middle,Self-emp-not-inc,238188,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,96,United-States,<=50K,42,Early-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.6930232558139535,White_Male,Early-Middle_Male
Late-Middle,Self-emp-not-inc,156800,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,54,Late-Middle_Bachelors_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.1521739130434785,White_Male,Late-Middle_Male
Young,Private,130620,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,?,<=50K,26,Young_Assoc-acdm_Married-spouse-absent_Craft-repair_Other-relative_Asian-Pac-Islander_Female_?,0.5,Asian-Pac-Islander_Female,Young_Female
Late-Middle,Private,175339,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,50,Late-Middle_HS-grad_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,1.2826086956521738,White_Male,Late-Middle_Male
Early-Middle,Private,37937,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K,42,Early-Middle_Assoc-voc_Married-civ-spouse_Other-service_Husband_White_Male_United-States,0.75,White_Male,Early-Middle_Male
Late-Middle,Federal-gov,166634,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K,48,Late-Middle_Bachelors_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,0.65,White_Female,Late-Middle_Female
Early-Middle,Private,221167,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,31,Early-Middle_Bachelors_Widowed_Other-service_Not-in-family_White_Female_United-States,0.5,White_Female,Early-Middle_Female
